厂别,备件类型,设备类型,膜层,制程,寿命规格,站点,机台号-腔室,参数名称
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,15200.0,3AFS11-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,15200.0,3AFS11-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,18200.0,3AFS03-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,18200.0,3AFS03-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,18200.0,3AFS04-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,18200.0,3AFS04-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,18200.0,3AFS05-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,18200.0,3AFS05-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,18200.0,3AFS11-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,18200.0,3AFS11-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,1T200,3AFS03-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,1T200,3AFS03-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,1T200,3AFS04-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,1T200,3AFS04-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,1T200,3AFS05-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,1T200,3AFS05-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,1T200,3AFS11-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,1T200,3AFS11-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,15200.0,3AFS03-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,15200.0,3AFS03-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,15200.0,3AFS04-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,15200.0,3AFS04-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,15200.0,3AFS05-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,15200.0,3AFS05-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,15200.0,3AFS11-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,15200.0,3AFS11-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,18200.0,3AFS03-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,18200.0,3AFS03-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,18200.0,3AFS04-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,18200.0,3AFS04-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,18200.0,3AFS05-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,18200.0,3AFS05-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,18200.0,3AFS11-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,18200.0,3AFS11-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,1T200,3AFS03-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,1T200,3AFS03-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,1T200,3AFS04-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,1T200,3AFS04-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,1T200,3AFS05-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,1T200,3AFS05-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,1T200,3AFS11-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD2),M3 DEPO,41000KWH,1T200,3AFS11-SPU-PM5,%MASKLIFE%_G_MAX
Array,Target,PVD,阳极_ITO,RE DEPO,16000KWH,1A200,3AFS06-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,阳极_ITO,RE DEPO,16000KWH,1A200,3AFS06-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,阳极_ITO,RE DEPO,16000KWH,1A200,3AFS07-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,阳极_ITO,RE DEPO,16000KWH,1A200,3AFS07-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Mask,PVD,阳极_ITO,RE DEPO,8000KWH,1A200,3AFS06-SPU-PM4,%PRE_SPRT_KWH%
Array,Mask,PVD,阳极_ITO,RE DEPO,8000KWH,1A200,3AFS06-SPU-PM6,%PRE_SPRT_KWH%
Array,Mask,PVD,阳极_ITO,RE DEPO,8000KWH,1A200,3AFS07-SPU-PM4,%PRE_SPRT_KWH%
Array,Mask,PVD,阳极_ITO,RE DEPO,8000KWH,1A200,3AFS07-SPU-PM6,%PRE_SPRT_KWH%
Array,Target,PVD,阳极_AG,RE DEPO,13500KWH,1A200,3AFS06-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,阳极_AG,RE DEPO,13500KWH,1A200,3AFS07-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Mask,PVD,阳极_AG,RE DEPO,13500KWH,1A200,3AFS06-SPU-PM5,%PRE_SPRT_KWH%
Array,Mask,PVD,阳极_AG,RE DEPO,13500KWH,1A200,3AFS07-SPU-PM5,%PRE_SPRT_KWH%
Array,Target,PVD,IGZO,RE DEPO,16000KWH,1F200,3AFS08-SPU-PM1,%TRGTLIFE%_G_MAX
Array,Target,PVD,IGZO,RE DEPO,16000KWH,1F200,3AFS08-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Mask,PVD,IGZO,RE DEPO,2000KWH,1F200,3AFS08-SPU-PM1,%PRE_SPRT_KWH%
Array,Mask,PVD,IGZO,RE DEPO,2000KWH,1F200,3AFS08-SPU-PM3,%PRE_SPRT_KWH%
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED06-PC1,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED06-PC2,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED06-PC3,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED06-PC4,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED06-PC5,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED07-PC1,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED07-PC2,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED07-PC3,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED07-PC4,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED07-PC5,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED16-PC1,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED16-PC2,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED16-PC3,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED16-PC4,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED16-PC5,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED06-PC1,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED06-PC2,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED06-PC3,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED06-PC4,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED06-PC5,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED07-PC1,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED07-PC2,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED07-PC3,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED07-PC4,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED07-PC5,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED16-PC1,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED16-PC2,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED16-PC3,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED16-PC4,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED16-PC5,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED06-PC1,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED06-PC2,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED06-PC3,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED06-PC4,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED06-PC5,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED07-PC1,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED07-PC2,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED07-PC3,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED07-PC4,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED07-PC5,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED16-PC1,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED16-PC2,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED16-PC3,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED16-PC4,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED16-PC5,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED06-PC1,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED06-PC2,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED06-PC3,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED06-PC4,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED06-PC5,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED07-PC1,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED07-PC2,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED07-PC3,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED07-PC4,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED07-PC5,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED16-PC1,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED16-PC2,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED16-PC3,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED16-PC4,
Array,Shower Plate,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED16-PC5,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,1K500,3AED06-PC1,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,1K500,3AED06-PC2,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,1K500,3AED06-PC3,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,1K500,3AED06-PC4,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,1K500,3AED06-PC5,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,1K500,3AED07-PC1,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,1K500,3AED07-PC2,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,1K500,3AED07-PC3,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,1K500,3AED07-PC4,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,1K500,3AED07-PC5,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,1K500,3AED16-PC1,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,1K500,3AED16-PC2,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,1K500,3AED16-PC3,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,1K500,3AED16-PC4,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,1K500,3AED16-PC5,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,12500.0,3AED06-PC1,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,12500.0,3AED06-PC2,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,12500.0,3AED06-PC3,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,12500.0,3AED06-PC4,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,12500.0,3AED06-PC5,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,12500.0,3AED07-PC1,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,12500.0,3AED07-PC2,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,12500.0,3AED07-PC3,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,12500.0,3AED07-PC4,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,12500.0,3AED07-PC5,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,12500.0,3AED16-PC1,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,12500.0,3AED16-PC2,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,12500.0,3AED16-PC3,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,12500.0,3AED16-PC4,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,12500.0,3AED16-PC5,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,13500.0,3AED06-PC1,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,13500.0,3AED06-PC2,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,13500.0,3AED06-PC3,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,13500.0,3AED06-PC4,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,13500.0,3AED06-PC5,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,13500.0,3AED07-PC1,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,13500.0,3AED07-PC2,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,13500.0,3AED07-PC3,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,13500.0,3AED07-PC4,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,13500.0,3AED07-PC5,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,13500.0,3AED16-PC1,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,13500.0,3AED16-PC2,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,13500.0,3AED16-PC3,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,13500.0,3AED16-PC4,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,13500.0,3AED16-PC5,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,B9500,3AED06-PC1,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,B9500,3AED06-PC2,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,B9500,3AED06-PC3,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,B9500,3AED06-PC4,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,B9500,3AED06-PC5,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,B9500,3AED07-PC1,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,B9500,3AED07-PC2,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,B9500,3AED07-PC3,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,B9500,3AED07-PC4,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,B9500,3AED07-PC5,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,B9500,3AED16-PC1,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,B9500,3AED16-PC2,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,B9500,3AED16-PC3,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,B9500,3AED16-PC4,
Array,下电极,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,55000sheet,B9500,3AED16-PC5,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED06-PC1,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED06-PC2,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED06-PC3,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED06-PC4,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED06-PC5,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED07-PC1,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED07-PC2,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED07-PC3,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED07-PC4,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED07-PC5,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED16-PC1,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED16-PC2,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED16-PC3,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED16-PC4,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,1K500,3AED16-PC5,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED06-PC1,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED06-PC2,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED06-PC3,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED06-PC4,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED06-PC5,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED07-PC1,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED07-PC2,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED07-PC3,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED07-PC4,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED07-PC5,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED16-PC1,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED16-PC2,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED16-PC3,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED16-PC4,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,12500.0,3AED16-PC5,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED06-PC1,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED06-PC2,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED06-PC3,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED06-PC4,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED06-PC5,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED07-PC1,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED07-PC2,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED07-PC3,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED07-PC4,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED07-PC5,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED16-PC1,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED16-PC2,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED16-PC3,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED16-PC4,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,13500.0,3AED16-PC5,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED06-PC1,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED06-PC2,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED06-PC3,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED06-PC4,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED06-PC5,
Array,陶瓷,DET,M1/MC/M0/M2,M1/MC/M0/M2 DET,22500sheet,B9500,3AED07-PC1,
