lot_id,defect_desc,date_key,total_panels,daily_base_rate,defect_panel_count,defect_rate
L3MY6300T,白画面黑斑Mura,20260420,5586,0.17976%,10,0.17902%
L3MY6300U,白画面黑斑Mura,20260421,5660,0.14066%,8,0.14134%
L3MY6300V,白画面黑斑Mura,20260421,5657,0.16589%,9,0.15909%
L3MY6300W,白画面黑斑Mura,20260421,5667,0.17147%,10,0.17646%
L3MY6300X,白画面黑斑Mura,20260423,5602,0.17279%,10,0.17851%
L3MY6300Y,白画面黑斑Mura,20260418,5659,0.14299%,8,0.14137%
L3MY6300Z,白画面黑斑Mura,20260513,5501,0.14613%,8,0.14543%
L3MY63010,白画面黑斑Mura,20260419,5656,0.16519%,9,0.15912%
L3MY63012,白画面黑斑Mura,20260424,5684,0.18361%,10,0.17593%
L3MY63013,白画面黑斑Mura,20260426,5464,0.14284%,8,0.14641%
L3MY63015,白画面黑斑Mura,20260419,5668,0.17003%,10,0.17643%
L3MY63016,白画面黑斑Mura,20260419,5666,0.16325%,9,0.15884%
L3MY6301A,白画面黑斑Mura,20260421,5648,0.17754%,10,0.17705%
L3MY6301B,白画面黑斑Mura,20260425,5666,0.15836%,9,0.15884%
L3MY6301C,白画面黑斑Mura,20260418,5673,0.11649%,7,0.12339%
L3MY6301D,白画面黑斑Mura,20260421,5673,0.15425%,9,0.15865%
L3MY6301E,白画面黑斑Mura,20260517,4484,0.13680%,6,0.13381%
L3MY6301F,白画面黑斑Mura,20260425,5657,0.13683%,8,0.14142%
L3MY6301G,白画面黑斑Mura,20260426,5665,0.14301%,8,0.14122%
L3MY6301J,白画面黑斑Mura,20260425,5664,0.13204%,7,0.12359%
L3MY6301K,白画面黑斑Mura,20260515,5286,0.17966%,9,0.17026%
L3MY6301M,白画面黑斑Mura,20260513,5579,0.15425%,9,0.16132%
L3MY6301N,白画面黑斑Mura,20260516,5195,0.13489%,7,0.13474%
L3MY6301P,白画面黑斑Mura,20260514,5630,0.16942%,10,0.17762%
L3MY6301Q,白画面黑斑Mura,20260422,5676,0.17776%,10,0.17618%
L3MY6301R,白画面黑斑Mura,20260512,5640,0.10904%,6,0.10638%
L3MY6301S,白画面黑斑Mura,20260426,5666,0.13215%,7,0.12354%
L3MY6301T,白画面黑斑Mura,20260513,5602,0.12939%,7,0.12496%
L3MY6301U,白画面黑斑Mura,20260424,5664,0.15789%,9,0.15890%
L3MY6301V,白画面黑斑Mura,20260425,5664,0.16203%,9,0.15890%
L3MY6301W,白画面黑斑Mura,20260513,5555,0.15856%,9,0.16202%
L3MY6301X,白画面黑斑Mura,20260422,5658,0.13074%,7,0.12372%
L3MY6301Y,白画面黑斑Mura,20260513,5634,0.11977%,7,0.12425%
L3MY6301Z,白画面黑斑Mura,20260512,5615,0.12709%,7,0.12467%
L3MY63020,白画面黑斑Mura,20260513,5430,0.11454%,6,0.11050%
L3MY63021,白画面黑斑Mura,20260512,5614,0.13389%,8,0.14250%
L3MY63022,白画面黑斑Mura,20260513,5625,0.15641%,9,0.16000%
L3MY63023,白画面黑斑Mura,20260514,5566,0.16999%,9,0.16170%
L3MY63024,白画面黑斑Mura,20260513,5646,0.14167%,8,0.14169%
L3MY63025,白画面黑斑Mura,20260512,5635,0.15515%,9,0.15972%
L3MY63026,白画面黑斑Mura,20260513,5633,0.12241%,7,0.12427%
L3MY63028,白画面黑斑Mura,20260516,5347,0.14091%,8,0.14962%
L3MY63029,白画面黑斑Mura,20260425,5664,0.14385%,8,0.14124%
L3MY6302A,白画面黑斑Mura,20260515,5323,0.15146%,8,0.15029%
L3MY6302B,白画面黑斑Mura,20260516,5591,0.15020%,8,0.14309%
L3MY6302C,白画面黑斑Mura,20260516,5463,0.12480%,7,0.12813%
L3MY64001,白画面黑斑Mura,20260519,4867,0.14350%,7,0.14383%
L3MY64002,白画面黑斑Mura,20260516,5454,0.15280%,8,0.14668%
L3MY64003,白画面黑斑Mura,20260516,5561,0.14509%,8,0.14386%
L3MY64004,白画面黑斑Mura,20260515,5594,0.14631%,8,0.14301%
L3MY64006,白画面黑斑Mura,20260517,5167,0.11040%,6,0.11612%
L3MY64008,白画面黑斑Mura,20260521,4694,0.10588%,5,0.10652%
L3MY6400A,白画面黑斑Mura,20260515,5538,0.16953%,9,0.16251%
L3MY6400B,白画面黑斑Mura,20260519,5039,0.16132%,8,0.15876%
L3MY6400C,白画面黑斑Mura,20260520,4583,0.12396%,6,0.13092%
L3MY6400D,白画面黑斑Mura,20260521,4540,0.11082%,5,0.11013%
L3MY6400E,白画面黑斑Mura,20260521,4641,0.10806%,5,0.10774%
L3MY6400F,白画面黑斑Mura,20260517,5292,0.12599%,7,0.13228%
L3MY6400G,白画面黑斑Mura,20260521,3066,0.12475%,4,0.13046%
L3MY6400J,白画面黑斑Mura,20260519,5315,0.15569%,8,0.15052%
L3MY6400K,白画面黑斑Mura,20260520,4828,0.15507%,7,0.14499%
L3MY6400L,白画面黑斑Mura,20260520,4904,0.12160%,6,0.12235%
L3MY6400M,白画面黑斑Mura,20260516,5499,0.15674%,9,0.16367%
L3MY6400R,白画面黑斑Mura,20260520,5031,0.10583%,5,0.09938%
L3MY6400V,白画面黑斑Mura,20260520,4941,0.12295%,6,0.12143%
L3MY6400W,白画面黑斑Mura,20260521,4800,0.12125%,6,0.12500%
L3MY6400X,白画面黑斑Mura,20260520,4927,0.10877%,5,0.10148%
L3MY6400Z,白画面黑斑Mura,20260519,4827,0.14025%,7,0.14502%
L3MY64011,白画面黑斑Mura,20260520,4223,0.13129%,6,0.14208%
L3MY64012,白画面黑斑Mura,20260520,5038,0.12219%,6,0.11909%
L3MY64013,白画面黑斑Mura,20260520,4839,0.13891%,7,0.14466%
L3MY64014,白画面黑斑Mura,20260520,4575,0.12700%,6,0.13115%
L3MY64015,白画面黑斑Mura,20260521,5109,0.11404%,6,0.11744%
L3MY64018,白画面黑斑Mura,20260521,4558,0.11710%,5,0.10970%
L3MY6401D,白画面黑斑Mura,20260520,5279,0.11493%,6,0.11366%
L3MY6401G,白画面黑斑Mura,20260521,4582,0.09798%,4,0.08730%
L3MY5C01S,雪花状Mura,20260210,5436,0.00000%,0,0.00000%
L3MY5C01U,雪花状Mura,20260210,5630,0.00000%,0,0.00000%
L3MY61008,雪花状Mura,20260325,5650,0.00000%,0,0.00000%
L3MY6300F,雪花状Mura,20260421,5657,0.00301%,0,0.00000%
L3MY6300Q,雪花状Mura,20260418,5651,0.00292%,0,0.00000%
L3MY6300U,雪花状Mura,20260421,5660,0.00362%,0,0.00000%
L3MY6300W,雪花状Mura,20260421,5667,0.00368%,0,0.00000%
L3MY63015,雪花状Mura,20260419,5668,0.00000%,0,0.00000%
L3MY6301A,雪花状Mura,20260421,5648,0.00293%,0,0.00000%
L3MY6301D,雪花状Mura,20260421,5673,0.00283%,0,0.00000%
L3MY6301Q,雪花状Mura,20260422,5676,0.00000%,0,0.00000%
L3MY6301X,雪花状Mura,20260422,5658,0.00000%,0,0.00000%
L3MY64003,雪花状Mura,20260516,5561,0.00000%,0,0.00000%
L3MY6400Z,雪花状Mura,20260519,4827,0.00000%,0,0.00000%
L3MY5C012,青/粉斑Mura,20260211,5650,0.00000%,0,0.00000%
L3MY5C005,B暗点,20260211,5222,0.00000%,0,0.00000%
L3MY5C00W,B暗点,20260210,1392,0.00000%,0,0.00000%
L3MY5C00Y,B暗点,20260201,2847,0.00000%,0,0.00000%
L3MY5C010,B暗点,20260211,5200,0.00000%,0,0.00000%
L3MY5C011,B暗点,20260211,5555,0.00000%,0,0.00000%
L3MY5C012,B暗点,20260211,5650,0.00000%,0,0.00000%
L3MY5C014,B暗点,20260204,5642,0.00000%,0,0.00000%
L3MY5C015,B暗点,20260211,5359,0.00000%,0,0.00000%
L3MY5C017,B暗点,20260205,5659,0.00000%,0,0.00000%
L3MY5C018,B暗点,20260205,5603,0.00000%,0,0.00000%
L3MY5C019,B暗点,20260204,5656,0.00000%,0,0.00000%
L3MY5C01C,B暗点,20260209,5615,0.00000%,0,0.00000%
L3MY5C01D,B暗点,20260212,5644,0.00000%,0,0.00000%
L3MY5C01E,B暗点,20260210,5621,0.00000%,0,0.00000%
L3MY5C01F,B暗点,20260210,5636,0.00000%,0,0.00000%
L3MY5C01G,B暗点,20260210,5617,0.00000%,0,0.00000%
L3MY5C01H,B暗点,20260305,5650,0.03628%,2,0.03540%
L3MY5C01J,B暗点,20260207,5658,0.00000%,0,0.00000%
L3MY5C01K,B暗点,20260209,5601,0.00000%,0,0.00000%
L3MY5C01L,B暗点,20260212,5641,0.00000%,0,0.00000%
L3MY5C01M,B暗点,20260211,1876,0.00000%,0,0.00000%
L3MY5C01N,B暗点,20260210,5660,0.00000%,0,0.00000%
L3MY5C01P,B暗点,20260214,5643,0.00000%,0,0.00000%
L3MY5C01Q,B暗点,20260210,5607,0.00000%,0,0.00000%
L3MY5C01R,B暗点,20260202,5660,0.00000%,0,0.00000%
L3MY5C01S,B暗点,20260210,5436,0.00000%,0,0.00000%
L3MY5C01T,B暗点,20260210,5639,0.00000%,0,0.00000%
L3MY5C01U,B暗点,20260210,5630,0.00000%,0,0.00000%
L3MY5C01V,B暗点,20260211,5644,0.00000%,0,0.00000%
L3MY5C01W,B暗点,20260210,5649,0.00000%,0,0.00000%
L3MY5C01X,B暗点,20260209,5469,0.00000%,0,0.00000%
L3MY5C01Y,B暗点,20260212,5661,0.00000%,0,0.00000%
L3MY5C01Z,B暗点,20260305,5629,0.03370%,2,0.03553%
L3MY5C020,B暗点,20260305,5632,0.02891%,2,0.03551%
L3MY5C022,B暗点,20260304,5666,0.02399%,1,0.01765%
L3MY5C024,B暗点,20260305,5612,0.02920%,2,0.03564%
L3MY5C025,B暗点,20260228,5649,0.12142%,7,0.12392%
L3MY5C026,B暗点,20260227,5660,0.12187%,7,0.12367%
L3MY5C027,B暗点,20260305,5669,0.03668%,2,0.03528%
L3MY5C028,B暗点,20260305,5647,0.02926%,2,0.03542%
L3MY5C029,B暗点,20260306,5626,0.02615%,1,0.01777%
L3MY5C02A,B暗点,20260305,5668,0.03101%,2,0.03529%
L3MY5C02B,B暗点,20260228,5643,0.12122%,7,0.12405%
L3MY5C02C,B暗点,20260228,5645,0.10449%,6,0.10629%
L3MY5C02D,B暗点,20260305,5652,0.03450%,2,0.03539%
L3MY5C02E,B暗点,20260306,5630,0.02727%,2,0.03552%
L3MY5C02F,B暗点,20260305,5650,0.03427%,2,0.03540%
L3MY5C02G,B暗点,20260304,5644,0.02805%,2,0.03544%
L3MY5C02J,B暗点,20260305,5664,0.02547%,1,0.01766%
L3MY5C02K,B暗点,20260305,5645,0.03275%,2,0.03543%
L3MY5C02L,B暗点,20260304,5643,0.02770%,2,0.03544%
L3MY5C02M,B暗点,20260305,5636,0.03471%,2,0.03549%
L3MY5C02N,B暗点,20260228,5646,0.13272%,7,0.12398%
L3MY5C02P,B暗点,20260403,5623,0.13384%,8,0.14227%
L3MY5C02Q,B暗点,20260305,5658,0.03359%,2,0.03535%
L3MY5C02R,B暗点,20260303,5663,0.04094%,2,0.03532%
L3MY5C02S,B暗点,20260304,5664,0.03189%,2,0.03531%
L3MY61001,B暗点,20260324,5643,0.07263%,4,0.07088%
L3MY61002,B暗点,20260324,5652,0.07893%,4,0.07077%
L3MY61003,B暗点,20260324,5551,0.08736%,5,0.09007%
L3MY61004,B暗点,20260324,5658,0.09086%,5,0.08837%
L3MY61005,B暗点,20260324,5656,0.09811%,6,0.10608%
L3MY61006,B暗点,20260324,5659,0.08568%,5,0.08835%
L3MY61007,B暗点,20260324,5260,0.07468%,4,0.07605%
L3MY61008,B暗点,20260325,5650,0.08568%,5,0.08850%
L3MY61009,B暗点,20260323,5635,0.10509%,6,0.10648%
L3MY6100B,B暗点,20260323,5524,0.08984%,5,0.09051%
L3MY6100C,B暗点,20260325,5666,0.11340%,6,0.10589%
L3MY6100D,B暗点,20260324,5460,0.07675%,4,0.07326%
L3MY6100F,B暗点,20260324,5647,0.09254%,5,0.08854%
L3MY6100G,B暗点,20260325,5654,0.08069%,5,0.08843%
L3MY6100H,B暗点,20260323,5657,0.09002%,5,0.08839%
L3MY6100J,B暗点,20260324,5626,0.07811%,4,0.07110%
L3MY62001,B暗点,20260325,5648,0.11172%,6,0.10623%
L3MY62002,B暗点,20260417,5633,0.03809%,2,0.03551%
L3MY62004,B暗点,20260325,5266,0.11596%,6,0.11394%
L3MY62005,B暗点,20260325,5642,0.09788%,6,0.10635%
L3MY62006,B暗点,20260326,5645,0.08882%,5,0.08857%
L3MY62007,B暗点,20260325,5635,0.08650%,5,0.08873%
L3MY62008,B暗点,20260326,5656,0.10900%,6,0.10608%
L3MY6200A,B暗点,20260414,5650,0.02983%,2,0.03540%
L3MY6200C,B暗点,20260327,5653,0.11495%,6,0.10614%
L3MY6200D,B暗点,20260325,5546,0.09679%,5,0.09016%
L3MY6200F,B暗点,20260329,5604,0.10508%,6,0.10707%
L3MY6200G,B暗点,20260415,5660,0.03229%,2,0.03534%
L3MY6200J,B暗点,20260325,5654,0.10934%,6,0.10612%
L3MY6200L,B暗点,20260330,5648,0.07127%,4,0.07082%
L3MY6200M,B暗点,20260414,5660,0.03917%,2,0.03534%
L3MY6200N,B暗点,20260414,5656,0.03826%,2,0.03536%
L3MY6200Q,B暗点,20260414,5665,0.03081%,2,0.03530%
L3MY63001,B暗点,20260422,5667,0.03436%,2,0.03529%
L3MY63002,B暗点,20260419,5655,0.03556%,2,0.03537%
L3MY63003,B暗点,20260420,5467,0.03909%,2,0.03658%
L3MY63006,B暗点,20260426,5471,0.03764%,2,0.03656%
L3MY63007,B暗点,20260519,5015,0.06174%,3,0.05982%
L3MY63008,B暗点,20260420,5643,0.04468%,3,0.05316%
L3MY6300A,B暗点,20260420,5617,0.04420%,2,0.03561%
L3MY6300C,B暗点,20260419,5640,0.04311%,2,0.03546%
L3MY6300D,B暗点,20260516,5293,0.07681%,4,0.07557%
L3MY6300E,B暗点,20260426,5630,0.02993%,2,0.03552%
L3MY6300F,B暗点,20260421,5657,0.03168%,2,0.03535%
L3MY6300G,B暗点,20260425,5633,0.04431%,2,0.03551%
L3MY6300H,B暗点,20260419,5643,0.04225%,2,0.03544%
L3MY6300J,B暗点,20260421,5637,0.03582%,2,0.03548%
L3MY6300L,B暗点,20260419,5659,0.03900%,2,0.03534%
L3MY6300M,B暗点,20260422,5659,0.03862%,2,0.03534%
L3MY6300N,B暗点,20260419,5659,0.04560%,3,0.05301%
L3MY6300P,B暗点,20260515,5327,0.06850%,4,0.07509%
L3MY6300Q,B暗点,20260418,5651,0.03970%,2,0.03539%
L3MY6300S,B暗点,20260426,5667,0.03150%,2,0.03529%
L3MY6300U,B暗点,20260421,5660,0.02953%,2,0.03534%
L3MY6300V,B暗点,20260421,5657,0.03862%,2,0.03535%
L3MY6300Y,B暗点,20260418,5659,0.02932%,2,0.03534%
L3MY6300Z,B暗点,20260513,5501,0.07349%,4,0.07271%
L3MY63010,B暗点,20260419,5656,0.04587%,3,0.05304%
L3MY63013,B暗点,20260426,5464,0.03716%,2,0.03660%
L3MY63014,B暗点,20260425,5470,0.03352%,2,0.03656%
L3MY63015,B暗点,20260419,5668,0.03644%,2,0.03529%
L3MY63016,B暗点,20260419,5666,0.04071%,2,0.03530%
L3MY6301B,B暗点,20260425,5666,0.03150%,2,0.03530%
L3MY6301D,B暗点,20260421,5673,0.03714%,2,0.03525%
L3MY6301F,B暗点,20260425,5657,0.04507%,3,0.05303%
L3MY6301G,B暗点,20260426,5665,0.03123%,2,0.03530%
L3MY6301J,B暗点,20260425,5664,0.03638%,2,0.03531%
L3MY6301K,B暗点,20260515,5286,0.09032%,5,0.09459%
L3MY6301L,B暗点,20260514,5641,0.05781%,3,0.05318%
L3MY6301M,B暗点,20260513,5579,0.07615%,4,0.07170%
L3MY6301P,B暗点,20260514,5630,0.08002%,5,0.08881%
L3MY6301Q,B暗点,20260422,5676,0.03985%,2,0.03524%
L3MY6301S,B暗点,20260426,5666,0.03458%,2,0.03530%
L3MY6301T,B暗点,20260513,5602,0.06157%,3,0.05355%
L3MY6301U,B暗点,20260424,5664,0.04811%,3,0.05297%
L3MY6301W,B暗点,20260513,5555,0.05399%,3,0.05401%
L3MY6301X,B暗点,20260422,5658,0.03926%,2,0.03535%
L3MY6301Y,B暗点,20260513,5634,0.06880%,4,0.07100%
L3MY6301Z,B暗点,20260512,5615,0.08049%,5,0.08905%
L3MY63021,B暗点,20260512,5614,0.06466%,4,0.07125%
L3MY63022,B暗点,20260513,5625,0.05386%,3,0.05333%
L3MY63024,B暗点,20260513,5646,0.06425%,4,0.07085%
L3MY63026,B暗点,20260513,5633,0.07763%,4,0.07101%
L3MY63028,B暗点,20260516,5347,0.07396%,4,0.07481%
L3MY63029,B暗点,20260425,5664,0.03212%,2,0.03531%
L3MY6302A,B暗点,20260515,5323,0.07366%,4,0.07515%
L3MY6302B,B暗点,20260516,5591,0.07274%,4,0.07154%
L3MY6302C,B暗点,20260516,5463,0.08678%,5,0.09152%
L3MY64001,B暗点,20260519,4867,0.07029%,3,0.06164%
L3MY64002,B暗点,20260516,5454,0.09009%,5,0.09168%
L3MY64003,B暗点,20260516,5561,0.08759%,5,0.08991%
L3MY64004,B暗点,20260515,5594,0.07487%,4,0.07151%
L3MY64006,B暗点,20260517,5167,0.07105%,4,0.07741%
L3MY64008,B暗点,20260521,4694,0.04825%,2,0.04261%
L3MY6400A,B暗点,20260515,5538,0.07357%,4,0.07223%
L3MY6400J,B暗点,20260519,5315,0.06608%,4,0.07526%
L3MY6400K,B暗点,20260520,4828,0.06478%,3,0.06214%
L3MY6400R,B暗点,20260520,5031,0.07289%,4,0.07951%
L3MY6400V,B暗点,20260520,4941,0.05965%,3,0.06072%
L3MY6400X,B暗点,20260520,4927,0.07482%,4,0.08119%
L3MY6400Z,B暗点,20260519,4827,0.06248%,3,0.06215%
L3MY5C010,HBM亮点,20260211,5200,0.00462%,0,0.00000%
L3MY5C01M,HBM亮点,20260211,1876,0.00384%,0,0.00000%
L3MY5C024,HBM亮点,20260305,5612,0.00462%,0,0.00000%
L3MY5C025,HBM亮点,20260228,5649,0.00442%,0,0.00000%
L3MY5C029,HBM亮点,20260306,5626,0.00000%,0,0.00000%
L3MY5C02C,HBM亮点,20260228,5645,0.00384%,0,0.00000%
L3MY5C02F,HBM亮点,20260305,5650,0.00491%,0,0.00000%
L3MY5C02G,HBM亮点,20260304,5644,0.00559%,0,0.00000%
L3MY5C02H,HBM亮点,20260304,5624,0.00430%,0,0.00000%
L3MY5C02J,HBM亮点,20260305,5664,0.00477%,0,0.00000%
L3MY5C02K,HBM亮点,20260305,5645,0.00513%,0,0.00000%
L3MY5C02M,HBM亮点,20260305,5636,0.00411%,0,0.00000%
L3MY5C02Q,HBM亮点,20260305,5658,0.00370%,0,0.00000%
L3MY5C02S,HBM亮点,20260304,5664,0.00571%,0,0.00000%
L3MY62004,HBM亮点,20260325,5266,0.00517%,0,0.00000%
L3MY62006,HBM亮点,20260326,5645,0.00000%,0,0.00000%
L3MY6200B,HBM亮点,20260415,5648,0.00000%,0,0.00000%
L3MY63002,HBM亮点,20260419,5655,0.00631%,0,0.00000%
L3MY63008,HBM亮点,20260420,5643,0.00339%,0,0.00000%
L3MY6300B,HBM亮点,20260419,5628,0.00509%,0,0.00000%
L3MY6300E,HBM亮点,20260426,5630,0.00000%,0,0.00000%
L3MY6300F,HBM亮点,20260421,5657,0.00268%,0,0.00000%
L3MY6300H,HBM亮点,20260419,5643,0.00472%,0,0.00000%
L3MY6300S,HBM亮点,20260426,5667,0.00000%,0,0.00000%
L3MY6300T,HBM亮点,20260420,5586,0.00392%,0,0.00000%
L3MY6300W,HBM亮点,20260421,5667,0.00323%,0,0.00000%
L3MY6300Y,HBM亮点,20260418,5659,0.00317%,0,0.00000%
L3MY63016,HBM亮点,20260419,5666,0.00494%,0,0.00000%
L3MY6400M,HBM亮点,20260516,5499,0.00331%,0,0.00000%
L3MY5C019,L3亮点,20260204,5656,0.00000%,0,0.00000%
L3MY5C01C,L3亮点,20260209,5615,0.00000%,0,0.00000%
L3MY5C01T,L3亮点,20260210,5639,0.00000%,0,0.00000%
L3MY5C01Y,L3亮点,20260212,5661,0.00000%,0,0.00000%
L3MY5C020,L3亮点,20260305,5632,0.00354%,0,0.00000%
L3MY5C027,L3亮点,20260305,5669,0.00434%,0,0.00000%
L3MY5C028,L3亮点,20260305,5647,0.00401%,0,0.00000%
L3MY5C029,L3亮点,20260306,5626,0.00000%,0,0.00000%
L3MY5C02A,L3亮点,20260305,5668,0.00468%,0,0.00000%
L3MY5C02B,L3亮点,20260228,5643,0.00422%,0,0.00000%
L3MY5C02G,L3亮点,20260304,5644,0.00464%,0,0.00000%
L3MY5C02J,L3亮点,20260305,5664,0.00512%,0,0.00000%
L3MY5C02K,L3亮点,20260305,5645,0.00391%,0,0.00000%
L3MY5C02M,L3亮点,20260305,5636,0.00426%,0,0.00000%
L3MY5C02N,L3亮点,20260228,5646,0.00522%,0,0.00000%
L3MY5C02P,L3亮点,20260403,5623,0.00000%,0,0.00000%
L3MY5C02Q,L3亮点,20260305,5658,0.00423%,0,0.00000%
L3MY5C02S,L3亮点,20260304,5664,0.00475%,0,0.00000%
L3MY61003,L3亮点,20260324,5551,0.00412%,0,0.00000%
L3MY61004,L3亮点,20260324,5658,0.00466%,0,0.00000%
L3MY61005,L3亮点,20260324,5656,0.00383%,0,0.00000%
L3MY61007,L3亮点,20260324,5260,0.00490%,0,0.00000%
L3MY6100J,L3亮点,20260324,5626,0.00484%,0,0.00000%
L3MY62004,L3亮点,20260325,5266,0.00571%,0,0.00000%
L3MY6200C,L3亮点,20260327,5653,0.00000%,0,0.00000%
L3MY6200L,L3亮点,20260330,5648,0.00000%,0,0.00000%
L3MY6300A,L3亮点,20260420,5617,0.00391%,0,0.00000%
L3MY6300M,L3亮点,20260422,5659,0.00451%,0,0.00000%
L3MY64004,L3亮点,20260515,5594,0.00287%,0,0.00000%
L3MY6400E,L3亮点,20260521,4641,0.00407%,0,0.00000%
L3MY5C00Y,RGB亮点,20260201,2847,0.00000%,0,0.00000%
L3MY5C01D,RGB亮点,20260212,5644,0.00000%,0,0.00000%
L3MY5C01H,RGB亮点,20260305,5650,0.00506%,0,0.00000%
L3MY5C01M,RGB亮点,20260211,1876,0.00471%,0,0.00000%
L3MY5C027,RGB亮点,20260305,5669,0.00459%,0,0.00000%
L3MY5C029,RGB亮点,20260306,5626,0.00000%,0,0.00000%
L3MY5C02P,RGB亮点,20260403,5623,0.00000%,0,0.00000%
L3MY61009,RGB亮点,20260323,5635,0.00631%,0,0.00000%
L3MY62001,RGB亮点,20260325,5648,0.00594%,0,0.00000%
L3MY62005,RGB亮点,20260325,5642,0.00533%,0,0.00000%
L3MY63004,RGB亮点,20260418,5663,0.00593%,0,0.00000%
L3MY63006,RGB亮点,20260426,5471,0.00924%,1,0.01828%
L3MY63007,RGB亮点,20260519,5015,0.00644%,0,0.00000%
L3MY63009,RGB亮点,20260424,5659,0.00556%,0,0.00000%
L3MY6300E,RGB亮点,20260426,5630,0.00831%,0,0.00000%
L3MY6300L,RGB亮点,20260419,5659,0.00553%,0,0.00000%
L3MY6300N,RGB亮点,20260419,5659,0.00601%,0,0.00000%
L3MY6300T,RGB亮点,20260420,5586,0.00358%,0,0.00000%
L3MY63010,RGB亮点,20260419,5656,0.00534%,0,0.00000%
L3MY63013,RGB亮点,20260426,5464,0.00999%,1,0.01830%
L3MY63014,RGB亮点,20260425,5470,0.00686%,0,0.00000%
L3MY63016,RGB亮点,20260419,5666,0.00469%,0,0.00000%
L3MY6301C,RGB亮点,20260418,5673,0.00588%,0,0.00000%
L3MY6301F,RGB亮点,20260425,5657,0.00590%,0,0.00000%
L3MY6301G,RGB亮点,20260426,5665,0.01000%,1,0.01765%
L3MY6301U,RGB亮点,20260424,5664,0.00609%,0,0.00000%
L3MY6301V,RGB亮点,20260425,5664,0.00755%,0,0.00000%
L3MY6301X,RGB亮点,20260422,5658,0.00330%,0,0.00000%
L3MY5C005,单亮点,20260211,5222,0.02435%,1,0.01915%
L3MY5C00W,单亮点,20260210,1392,0.01688%,0,0.00000%
L3MY5C00Y,单亮点,20260201,2847,0.02080%,1,0.03512%
L3MY5C011,单亮点,20260211,5555,0.02848%,2,0.03600%
L3MY5C012,单亮点,20260211,5650,0.02649%,1,0.01770%
L3MY5C014,单亮点,20260204,5642,0.02032%,1,0.01772%
L3MY5C015,单亮点,20260211,5359,0.02252%,1,0.01866%
L3MY5C018,单亮点,20260205,5603,0.02461%,1,0.01785%
L3MY5C019,单亮点,20260204,5656,0.02782%,2,0.03536%
L3MY5C01B,单亮点,20260207,5640,0.02306%,1,0.01773%
L3MY5C01C,单亮点,20260209,5615,0.02034%,1,0.01781%
L3MY5C01D,单亮点,20260212,5644,0.02434%,1,0.01772%
L3MY5C01F,单亮点,20260210,5636,0.01976%,1,0.01774%
L3MY5C01G,单亮点,20260210,5617,0.01553%,1,0.01780%
L3MY5C01H,单亮点,20260305,5650,0.01848%,1,0.01770%
L3MY5C01J,单亮点,20260207,5658,0.01883%,1,0.01767%
L3MY5C01K,单亮点,20260209,5601,0.02444%,1,0.01785%
L3MY5C01L,单亮点,20260212,5641,0.02057%,1,0.01773%
L3MY5C01M,单亮点,20260211,1876,0.01963%,0,0.00000%
L3MY5C01N,单亮点,20260210,5660,0.01639%,1,0.01767%
L3MY5C01P,单亮点,20260214,5643,0.00000%,0,0.00000%
L3MY5C01Q,单亮点,20260210,5607,0.01650%,1,0.01783%
L3MY5C01R,单亮点,20260202,5660,0.02122%,1,0.01767%
L3MY5C01S,单亮点,20260210,5436,0.01632%,1,0.01840%
L3MY5C01T,单亮点,20260210,5639,0.01955%,1,0.01773%
L3MY5C01U,单亮点,20260210,5630,0.01574%,1,0.01776%
L3MY5C01V,单亮点,20260211,5644,0.02681%,2,0.03544%
L3MY5C01X,单亮点,20260209,5469,0.02294%,1,0.01828%
L3MY5C01Y,单亮点,20260212,5661,0.02150%,1,0.01766%
L3MY5C01Z,单亮点,20260305,5629,0.01866%,1,0.01777%
L3MY5C020,单亮点,20260305,5632,0.02288%,1,0.01776%
L3MY5C021,单亮点,20260227,5624,0.01617%,1,0.01778%
L3MY5C022,单亮点,20260304,5666,0.02440%,1,0.01765%
L3MY5C023,单亮点,20260228,5672,0.02574%,1,0.01763%
L3MY5C024,单亮点,20260305,5612,0.02174%,1,0.01782%
L3MY5C025,单亮点,20260228,5649,0.02489%,1,0.01770%
L3MY5C026,单亮点,20260227,5660,0.01737%,1,0.01767%
L3MY5C027,单亮点,20260305,5669,0.02504%,1,0.01764%
L3MY5C028,单亮点,20260305,5647,0.02065%,1,0.01771%
L3MY5C029,单亮点,20260306,5626,0.01922%,1,0.01777%
L3MY5C02A,单亮点,20260305,5668,0.02575%,1,0.01764%
L3MY5C02B,单亮点,20260228,5643,0.02521%,1,0.01772%
L3MY5C02C,单亮点,20260228,5645,0.01827%,1,0.01771%
L3MY5C02D,单亮点,20260305,5652,0.01907%,1,0.01769%
L3MY5C02G,单亮点,20260304,5644,0.02753%,2,0.03544%
L3MY5C02H,单亮点,20260304,5624,0.02194%,1,0.01778%
L3MY5C02J,单亮点,20260305,5664,0.02012%,1,0.01766%
L3MY5C02K,单亮点,20260305,5645,0.02355%,1,0.01771%
L3MY5C02L,单亮点,20260304,5643,0.02871%,2,0.03544%
L3MY5C02M,单亮点,20260305,5636,0.02251%,1,0.01774%
L3MY5C02N,单亮点,20260228,5646,0.02171%,1,0.01771%
L3MY5C02P,单亮点,20260403,5623,0.00000%,0,0.00000%
L3MY5C02Q,单亮点,20260305,5658,0.02044%,1,0.01767%
L3MY5C02R,单亮点,20260303,5663,0.00000%,0,0.00000%
